4,0.0007405,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[23-43]", dir: "f"}
4,0.0007405,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[3-33]", dir: "f"}
4,0.0007405,{seq: "Payload", range: "[2182-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[3-43]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "Payload", range: "[2183-2195]", dir: "t"},{seq: "SMRT-Bell", range: "[1-43]", dir: "f"},{seq: "Payload", range: "[2183-2193]", dir: "t"}
4,0.0007405,{seq: "Payload", range: "[2796-2806]", dir: "t"},{seq: "SMRT-Bell", range: "[1-31]", dir: "f"}
4,0.0007405,{seq: "Payload", range: "[2796-2806]", dir: "t"},{seq: "SMRT-Bell", range: "[10-33]", dir: "f"}
4,0.0007405,{seq: "Payload", range: "[2796-2806]", dir: "t"},{seq: "SMRT-Bell", range: "[27-43]", dir: "f"},{seq: "SMRT-Bell", range: "[1-20]", dir: "f"}
4,0.0007405,{seq: "Payload", range: "[2796-2806]", dir: "t"},{seq: "SMRT-Bell", range: "[5-33]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-22]", dir: "f"},{seq: "Payload", range: "[2182-2195]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-22]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-33]", dir: "f"},{seq: "Payload", range: "[2182-2192]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-34]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-41]", dir: "f"},{seq: "Payload", range: "[2795-2805]", dir: "f"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-43]", dir: "f"},{seq: "Payload", range: "[2195-2205]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-43]", dir: "f"},{seq: "Payload", range: "[2796-2806]", dir: "f"},{seq: "Payload", range: "[2182-2192]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-43]", dir: "t"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-43]", dir: "t"},{seq: "Payload", range: "[2182-2194]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[1-44]", dir: "t"}
4,0.0007405,{seq: "SMRT-Bell", range: "[10-31]", dir: "f"},{seq: "Payload", range: "[2182-2193]", dir: "t"}
